deciderID,occasionID,choice,price_A,time_A,change_A,comfort_A,price_B,time_B,change_B,comfort_B,ai_choice_mistral
1,1,A,52.88904,2.5,0,1,88.1484,2.5,0,1,A
1,2,A,52.88904,2.5,0,1,70.51872,2.16666666666667,0,1,A
1,3,A,52.88904,1.91666666666667,0,1,88.1484,1.91666666666667,0,0,A
1,4,B,88.1484,2.16666666666667,0,1,70.51872,2.5,0,0,B
1,5,B,52.88904,2.5,0,1,70.51872,2.5,0,0,A
1,6,B,88.1484,1.91666666666667,0,0,52.88904,2.16666666666667,0,0,B
1,7,B,52.88904,2.5,0,1,70.51872,1.91666666666667,0,1,A
1,8,B,52.88904,1.91666666666667,0,1,70.51872,2.5,0,0,A
1,9,A,88.1484,1.91666666666667,0,0,70.51872,2.16666666666667,0,1,A
1,10,A,52.88904,2.5,0,1,88.1484,1.91666666666667,0,0,A
2,1,A,65.5603725,1.8,0,0,77.12985,2.01666666666667,0,1,A
2,2,A,65.5603725,1.55,0,1,77.12985,1.55,0,0,B
2,3,B,53.990895,2.01666666666667,0,0,53.990895,1.55,0,1,B
2,4,B,65.5603725,1.55,0,1,53.990895,1.8,0,1,B
2,5,B,65.5603725,1.55,0,1,53.990895,2.01666666666667,0,0,B
2,6,B,65.5603725,1.8,0,0,53.990895,2.01666666666667,0,0,B
2,7,A,65.5603725,1.8,0,0,77.12985,1.55,0,0,A
2,8,B,65.5603725,1.8,0,0,53.990895,1.8,0,1,A
2,9,B,77.12985,1.8,0,1,65.5603725,2.01666666666667,0,1,B
2,10,A,65.5603725,1.55,0,1,65.5603725,1.8,0,0,A
2,11,A,53.990895,1.8,0,1,53.990895,2.01666666666667,0,0,B
3,1,A,42.311232,1.76666666666667,0,0,52.88904,1.76666666666667,0,1,A
3,2,B,52.88904,1.6,0,0,42.311232,1.76666666666667,0,0,B
3,3,A,42.311232,1.6,0,1,52.88904,1.6,0,0,A
3,4,A,31.733424,2.01666666666667,0,0,42.311232,1.6,0,1,A
3,5,A,42.311232,2.01666666666667,0,1,52.88904,1.76666666666667,0,1,A
3,6,B,42.311232,1.76666666666667,0,0,31.733424,1.6,0,1,B
3,7,A,42.311232,1.76666666666667,0,0,42.311232,1.6,0,1,B
3,8,B,42.311232,1.76666666666667,0,0,31.733424,2.01666666666667,0,0,B
3,9,A,31.733424,1.6,0,1,31.733424,2.01666666666667,0,0,B
3,10,A,31.733424,1.76666666666667,0,1,31.733424,2.01666666666667,0,0,A
3,11,A,52.88904,1.6,0,0,42.311232,2.01666666666667,0,1,B
4,1,B,12.0102195,1.75,1,1,12.0102195,1.41666666666667,1,1,B
4,2,A,17.188938,1.75,0,1,17.188938,1.58333333333333,1,1,B
4,3,A,14.6546715,1.41666666666667,0,1,12.0102195,1.75,1,1,B
4,4,A,17.188938,1.41666666666667,1,0,12.0102195,1.75,1,1,B
4,5,B,14.6546715,1.41666666666667,0,1,12.0102195,1.58333333333333,0,0,A
4,6,A,12.0102195,1.41666666666667,1,1,14.6546715,1.75,1,0,A
4,7,B,17.188938,1.41666666666667,1,0,12.0102195,1.58333333333333,0,0,B
4,8,B,14.6546715,1.58333333333333,1,1,17.188938,1.75,0,1,B
4,9,B,12.0102195,1.41666666666667,1,1,17.188938,1.41666666666667,1,0,A
4,10,B,17.188938,1.58333333333333,1,1,14.6546715,1.75,1,0,B
4,11,B,17.188938,1.75,0,1,12.0102195,1.41666666666667,1,1,A
4,12,A,17.188938,1.75,0,1,14.6546715,1.75,1,0,B
4,13,A,12.0102195,1.75,1,1,14.6546715,1.58333333333333,1,1,A
4,14,A,14.6546715,1.75,1,0,12.0102195,1.75,1,1,B
4,15,A,14.6546715,1.41666666666667,0,1,17.188938,1.41666666666667,1,0,A
5,1,B,61.70388,2.03333333333333,1,0,30.85194,1.53333333333333,1,0,B
5,2,A,61.70388,1.53333333333333,0,1,61.70388,2.03333333333333,1,0,B
5,3,A,61.70388,1.78333333333333,1,1,46.27791,2.03333333333333,1,1,B
5,4,A,46.27791,2.03333333333333,1,1,61.70388,2.03333333333333,1,0,A
5,5,B,30.85194,2.03333333333333,0,1,30.85194,1.53333333333333,1,0,B
5,6,B,61.70388,1.53333333333333,0,1,30.85194,1.53333333333333,1,0,B
5,7,A,61.70388,1.53333333333333,0,1,30.85194,2.03333333333333,0,1,B
5,8,A,61.70388,1.78333333333333,1,1,30.85194,2.03333333333333,0,1,B
5,9,B,30.85194,1.78333333333333,1,1,61.70388,1.53333333333333,0,1,A
5,10,A,46.27791,1.78333333333333,0,0,30.85194,1.78333333333333,1,1,B
5,11,A,30.85194,1.53333333333333,1,0,46.27791,1.78333333333333,0,0,A
5,12,A,46.27791,1.53333333333333,1,1,30.85194,1.78333333333333,1,1,B
5,13,A,46.27791,1.53333333333333,1,1,61.70388,1.53333333333333,0,1,B
5,14,A,46.27791,1.53333333333333,1,1,46.27791,1.78333333333333,0,0,B
5,15,A,61.70388,1.53333333333333,0,1,46.27791,1.78333333333333,0,0,B
6,1,B,103.133628,2.58333333333333,1,1,68.755752,2.33333333333333,1,1,B
6,2,A,68.755752,2.08333333333333,2,1,103.133628,2.58333333333333,1,1,A
6,4,A,85.94469,2.58333333333333,2,1,103.133628,2.58333333333333,1,1,A
6,5,B,68.755752,2.58333333333333,1,2,85.94469,2.58333333333333,2,1,B
6,6,A,103.133628,2.08333333333333,1,1,85.94469,2.33333333333333,1,1,B
6,7,B,68.755752,2.58333333333333,1,2,103.133628,2.33333333333333,2,2,A
6,8,A,68.755752,2.08333333333333,2,1,68.755752,2.33333333333333,1,1,B
6,9,A,103.133628,2.08333333333333,1,1,68.755752,2.33333333333333,1,1,B
6,10,B,103.133628,2.08333333333333,1,1,68.755752,2.08333333333333,2,1,B
7,1,A,61.70388,2.08333333333333,0,1,88.1484,2.33333333333333,0,1,A
7,2,A,61.70388,2.66666666666667,0,0,74.92614,2.08333333333333,0,1,A
7,3,B,74.92614,2.33333333333333,0,0,61.70388,2.66666666666667,0,0,B
7,4,A,61.70388,2.33333333333333,0,1,74.92614,2.33333333333333,0,0,A
7,5,B,88.1484,2.08333333333333,0,0,74.92614,2.33333333333333,0,0,B
7,6,A,74.92614,2.66666666666667,0,1,88.1484,2.08333333333333,0,0,B
7,7,A,61.70388,2.66666666666667,0,0,61.70388,2.08333333333333,0,1,B
7,8,B,74.92614,2.08333333333333,0,1,74.92614,2.33333333333333,0,0,A
8,1,A,74.3752125,1.91666666666667,0,0,99.16695,1.91666666666667,0,1,A
8,2,B,99.16695,1.91666666666667,0,1,49.583475,2.08333333333333,0,1,A
8,3,A,49.583475,2.08333333333333,0,1,99.16695,1.75,0,1,A
8,4,A,74.3752125,1.91666666666667,0,0,49.583475,1.91666666666667,0,1,B
8,5,A,99.16695,2.08333333333333,0,0,74.3752125,1.75,0,1,B
8,6,A,49.583475,2.08333333333333,0,1,99.16695,2.08333333333333,0,0,A
8,7,A,74.3752125,2.08333333333333,0,1,99.16695,1.91666666666667,0,1,A
8,8,A,74.3752125,2.08333333333333,0,1,99.16695,1.75,0,1,A
9,1,B,120.322566,3.58333333333333,1,2,92.55582,3.25,1,1,B
9,2,B,92.55582,4.0,1,2,120.322566,4.0,2,1,A
9,3,A,120.322566,3.25,1,1,106.439193,3.25,2,2,A
9,4,B,92.55582,3.58333333333333,2,1,120.322566,3.25,1,1,B
9,5,B,106.439193,3.25,2,2,120.322566,3.58333333333333,1,2,B
9,6,B,106.439193,3.58333333333333,1,1,120.322566,3.25,1,1,B
9,7,A,106.439193,3.58333333333333,1,1,92.55582,3.58333333333333,2,1,A
9,8,A,92.55582,3.58333333333333,2,1,120.322566,3.58333333333333,1,2,A
9,9,B,120.322566,4.0,2,1,106.439193,3.25,2,2,B
9,10,B,106.439193,4.0,1,1,92.55582,3.58333333333333,2,1,B
9,11,A,120.322566,3.58333333333333,1,2,106.439193,4.0,1,1,A
9,12,A,106.439193,3.25,2,2,106.439193,4.0,1,1,A
10,1,B,160.430088,1.86666666666667,0,2,137.511504,1.53333333333333,0,1,B
10,2,B,114.59292,1.7,0,1,137.511504,1.53333333333333,0,1,A
10,3,A,114.59292,1.7,0,1,160.430088,1.53333333333333,1,1,A
10,4,B,114.59292,1.53333333333333,0,2,160.430088,1.7,0,1,A
10,5,A,114.59292,1.86666666666667,1,1,160.430088,1.86666666666667,0,2,A
10,6,A,114.59292,1.86666666666667,1,1,114.59292,1.53333333333333,0,2,B
10,7,B,137.511504,1.86666666666667,0,1,114.59292,1.86666666666667,1,1,B
10,8,A,137.511504,1.7,1,2,160.430088,1.86666666666667,0,2,A
10,9,B,137.511504,1.7,1,2,137.511504,1.86666666666667,0,1,B
